"company","category","size","title","level","city","url","updated"
"Eitan Medical","Health","l","Senior Mechanical Engineer","Engineer","נתניה","https://www.comeet.com/jobs/eitanmedical/C6.00F/senior-mechanical-engineer/95.45D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Altair","AI/ML","xs","FW Engineer for the 5G PHY-FW/DSP Group","Engineer","יקנעם עילית","https://www.comeet.com/jobs/altair-semi/88.003/fw-engineer-for-the-5g-phy-fwdsp-group/B0.851?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Altair","AI/ML","xs","Verification engineer – SoC group","Engineer","יקנעם עילית","https://www.comeet.com/jobs/altair-semi/88.003/verification-engineer--soc-group/A3.637?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"DriveNets","Productivity","l","Board Design Engineer","Engineer","רעננה","https://www.comeet.com/jobs/drivenets/72.006/board-design-engineer/F3.55A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Innoviz Technologies","Cybersecurity","l","Mechanical Qualification Engineer","Engineer","Rosh Haayin","https://www.comeet.com/jobs/innoviz/52.004/mechanical-qualification-engineer/AC.75F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Innoviz Technologies","Cybersecurity","l","VLSI Manager","Manager","Rosh Haayin","https://www.comeet.com/jobs/innoviz/52.004/vlsi-manager/4F.759?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"CEVA","Productivity","l","Firmware Developer","Engineer","הרצליה","https://www.comeet.com/jobs/ceva/76.005/firmware-developer/FF.85A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"SolarEdge Technologies","Sustainable Technology","l","Hardware Engineer","Engineer","הרצליה","https://www.comeet.com/jobs/SolarEdge/71.00A/hardware-engineer/1F.154?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"SolarEdge Technologies","Sustainable Technology","l","Logistics Coordinator (Import Export)","Engineer","הרצליה","https://www.comeet.com/jobs/SolarEdge/71.00A/logistics-coordinator-import-export/51.950?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"SolarEdge Technologies","Sustainable Technology","l","NPI Mechanical Practical Engineer","Engineer","הרצליה","https://www.comeet.com/jobs/SolarEdge/71.00A/npi-mechanical-practical-engineer/94.65C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"SolarEdge Technologies","Sustainable Technology","l","Senior Embedded Engineer","Engineer","הרצליה","https://www.comeet.com/jobs/SolarEdge/71.00A/senior-embedded-engineer/94.755?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Cognyte","Cybersecurity","l","Hardware Engineer – RF & Embedded Systems","Engineer","הרצליה","https://www.comeet.com/jobs/cognyte/F2.009/hardware-engineer--rf--embedded-systems/BC.859?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Cognyte","Cybersecurity","l","Hardware System Engineer","Engineer","הרצליה","https://www.comeet.com/jobs/cognyte/F2.009/hardware-system-engineer/20.959?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Retym","Productivity","s","VLSI DFT Lead","Manager","תל אביב-יפו","https://www.comeet.com/jobs/retym/C6.003/vlsi-dft-lead/BF.452?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
"Solargik","Sustainable Technology","m","Hardware Team Lead","Manager","ירושלים","https://il.linkedin.com/jobs/view/hardware-team-lead-at-solargik-4266019954?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-07-13"
