"company","category","size","title","level","city","url","updated"
"DealHub","Productivity","l","Talent Acquisition Specialist (Maternity Leave Replacement)","Recruiter","חולון","https://www.comeet.com/jobs/dealhub/86.005/talent-acquisition-specialist-maternity-leave-replacement/33.D43?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-22"
"Atera Networks","Productivity","l","Talent Acquisition Partner","Recruiter","תל אביב - יפו","https://www.comeet.com/jobs/atera/63.00B/talent-acquisition-partner/41.E4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-22"
"Global-e","Productivity","l","Talent Acquisition Team Leader","Manager","פתח תקווה","https://www.comeet.com/jobs/global-e/62.002/talent-acquisition-team-leader/EA.D41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-21"
"ActiveFence","Cybersecurity","l","Talent Acquisition Specialist - Maternity Leave Replacement","Recruiter","רמת גן","https://www.comeet.com/jobs/activefence/D5.005/talent-acquisition-specialist---maternity-leave-replacement/3F.A4C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-20"
"Via","Automotive","l","Senior Talent Acquisition Partner","Recruiter","רמת גן","https://il.linkedin.com/jobs/view/senior-talent-acquisition-partner-at-via-4084123946?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-19"
"Wix","E-commerce & Retail","l","Global Compensation & Benefits Partner","Recruiter","מתחם גלילות","https://il.linkedin.com/jobs/view/global-compensation-benefits-partner-at-wix-4104170434?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-19"
"H2Pro","Sustainable Technology","m","Talent Acquisition Recruiter","Recruiter","קיסריה","https://www.comeet.com/jobs/h2pro/A7.001/talent-acquisition-recruiter/93.E45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-18"
"Viber","Digital Media","l","Global Talent Acquisition Lead","Manager","בני ברק","https://www.comeet.com/jobs/viber/04.002/global-talent-acquisition-lead/2B.D4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-18"
"F5 Networks","Cybersecurity","l","HR Operations Generalist","Recruiter","רמת גן","https://il.linkedin.com/jobs/view/hr-operations-generalist-at-f5-4069270348?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-18"
"Radware","Cybersecurity","l","Talent Acquisition Student","Student","תל אביב - יפו","https://il.linkedin.com/jobs/view/talent-acquisition-student-at-radware-4082285423?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-18"
"Yotpo","AdTech","l","C&B, Analytics and HRIS Lead","Manager","תל אביב - יפו","https://il.linkedin.com/jobs/view/c-b-analytics-and-hris-lead-at-yotpo-4103719206?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-18"
"Pazu Games","Gaming","m","HR Growth Partner","Recruiter","יקנעם עילית","https://il.linkedin.com/jobs/view/hr-growth-partner-at-pazu-games-4101142027?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-16"
"CEVA","Productivity","l","Senior Talent Acquisition Specialist","Recruiter","הרצליה","https://www.comeet.com/jobs/ceva/76.005/senior-talent-acquisition-specialist/AD.A4C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-15"
"Netafim","Sustainable Technology","l","HR Data Specialist","Recruiter","תל אביב - יפו","https://www.comeet.com/jobs/netafim/B7.002/hr-data-specialist/C0.E45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-15"
"WalkMe","Productivity","l","Sr. Talent Acquisition Partner","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/sr-talent-acquisition-partner-at-walkme%E2%84%A2-4012864058?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-15"
"Wiz","Cybersecurity","l","People Analytics Specialist","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/people-analytics-specialist-at-wiz-4101829412?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-15"
"Netafim","Sustainable Technology","l","Talent Acquisition Recruiter (Temporary Replacement, Part Time)","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/talent-acquisition-recruiter-temporary-replacement-part-time-at-netafim-4078625275?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-15"
"ZOLL Medical","Health","xl","Production Employees","Recruiter","כפר סבא","https://il.linkedin.com/jobs/view/production-employees-at-zoll-medical-corporation-3973701979?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-14"
"Elbit Systems","Aerospace","l","רכז.ת משאבי אנוש","Recruiter","חיפה","https://il.linkedin.com/jobs/view/%D7%A8%D7%9B%D7%96-%D7%AA-%D7%9E%D7%A9%D7%90%D7%91%D7%99-%D7%90%D7%A0%D7%95%D7%A9-at-elbit-systems-israel-4062480127?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-14"
"Varonis Systems","Cybersecurity","l","Talent Sourcer","Recruiter","הרצליה","https://il.linkedin.com/jobs/view/talent-sourcer-at-varonis-4064482615?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-14"
"Elbit Systems","Aerospace","l","רכז.ת משאבי אנוש גבעון - החלפה לחל""ד","Recruiter","חיפה","https://il.linkedin.com/jobs/view/%D7%A8%D7%9B%D7%96-%D7%AA-%D7%9E%D7%A9%D7%90%D7%91%D7%99-%D7%90%D7%A0%D7%95%D7%A9-%D7%92%D7%91%D7%A2%D7%95%D7%9F-%D7%94%D7%97%D7%9C%D7%A4%D7%94-%D7%9C%D7%97%D7%9C-%D7%93-at-elbit-systems-israel-4077559593?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-14"
"Elbit Systems","Aerospace","l","HRBP","Recruiter","חיפה","https://il.linkedin.com/jobs/view/hrbp-at-elbit-systems-israel-4062479211?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-14"
"Fairmatic","Fintech","l","Tech Recruiter","Recruiter","רמת גן","https://il.linkedin.com/jobs/view/tech-recruiter-at-fairmatic-4100041658?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-13"
"ControlUp","Productivity","l","Global Talent Acquisition Partner","Recruiter","ראשון לציון","https://il.linkedin.com/jobs/view/global-talent-acquisition-partner-at-controlup-4099092785?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-12"
"Weka","Productivity","l","Talent Brand Manager, Israel","Manager","תל אביב","https://il.linkedin.com/jobs/view/talent-brand-manager-israel-at-weka-4063161549?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-12"
"Yotpo","AdTech","l","HR Business Partner","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/hr-business-partner-at-yotpo-4061367351?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-11"
"Beewise","Robotics & Automation","m","Head of Human Resources","Executive","בית העמק","https://il.linkedin.com/jobs/view/head-of-human-resources-at-beewise-4047152964?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-10"
"AppsFlyer","AdTech","l","Talent Acquisition Specialist","Recruiter","הרצליה","https://il.linkedin.com/jobs/view/talent-acquisition-specialist-at-appsflyer-4095202332?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-09"
"Zesty","Cloud Computing","l","Talent Acquisition Partner","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/talent-acquisition-partner-at-zesty-4092856320?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-09"
"accessiBe","Productivity","l","HR Partner","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/hr-partner-at-accessibe-4094775204?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-09"
"Teva Pharmaceuticals","Health","l","Senior Human Resources Manager","Manager","באר שבע","https://il.linkedin.com/jobs/view/senior-human-resources-manager-at-teva-pharmaceuticals-4094723438?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-09"
"SolarEdge Technologies","Sustainable Technology","l","WH Employee","Recruiter","הרצליה","https://www.comeet.com/jobs/SolarEdge/71.00A/wh-employee/A4.848?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-08"
"Apono","Cybersecurity","s","VP of HR","Executive","תל אביב - יפו","https://il.linkedin.com/jobs/view/vp-of-hr-at-apono-4093549058?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-08"
"Plus500","Fintech","l","Back Office Employee","Recruiter","חיפה","https://il.linkedin.com/jobs/view/back-office-employee-at-plus500%E2%84%A2-4072721834?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-08"
"HoneyBook","Productivity","l","Senior Talent Partner","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/senior-talent-partner-at-honeybook-4093395193?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-08"
"Mobileye","Automotive","l","Advanced Compensation & Benefits Partner","Recruiter","ירושלים","https://il.linkedin.com/jobs/view/advanced-compensation-benefits-partner-at-mobileye-4076273079?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-08"
"Pentera","Cybersecurity","l","Global Talent Acquisition Partner","Recruiter","פתח תקווה","https://www.comeet.com/jobs/pentera/C5.00D/global-talent-acquisition-partner/F7.D4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-06"
"Netafim","Sustainable Technology","l","Talent Acquisition Recruiter (Temporary Replacement)","Recruiter","תל אביב - יפו","https://www.comeet.com/jobs/netafim/B7.002/talent-acquisition-recruiter-temporary-replacement/CB.D4E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-04"
"Sapiens International Corporation","Fintech","l","HR Partner - Temp Position","Recruiter","חולון","https://il.linkedin.com/jobs/view/hr-partner-temp-position-at-sapiens-4089959270?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-04"
"Teva Pharmaceuticals","Health","l","Director - HRBP for Global Finance and Global Internal Audit","Student","תל אביב - יפו","https://il.linkedin.com/jobs/view/director-hrbp-for-global-finance-and-global-internal-audit-at-teva-pharmaceuticals-4088272843?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-03"
"Tenable","Cybersecurity","xl","Technical Talent Acquisition Partner","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/technical-talent-acquisition-partner-at-tenable-4073558237?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-02"
"Tenable","Cybersecurity","xl","Senior Tech Talent Sourcer","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/senior-tech-talent-sourcer-at-tenable-4073556428?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-02"
"Sapiens International Corporation","Fintech","l","Global Talent Acquisition Lead - Senior Leadership","Manager","חולון","https://il.linkedin.com/jobs/view/global-talent-acquisition-lead-senior-leadership-at-sapiens-4087127956?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-12-02"
"Overwolf","Digital Media","m","Developer Relations Manager","Manager","רמת גן","https://il.linkedin.com/jobs/view/developer-relations-manager-at-overwolf-4087531540?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-11-28"
"Payoneer Global","Fintech","l","Senior HR Business Partner","Recruiter","פתח תקווה","https://il.linkedin.com/jobs/view/senior-hr-business-partner-at-payoneer-4002180365?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-11-28"
"Pagaya","Fintech","l","Talent Sourcing Partner","Recruiter","תל אביב - יפו","https://il.linkedin.com/jobs/view/talent-sourcing-partner-at-pagaya-4086419963?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-11-27"
"ActiveFence","Cybersecurity","l","Technical Recruiter","Recruiter","רמת גן","https://www.comeet.com/jobs/activefence/D5.005/technical-recruiter/4F.A44?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2024-11-09"
"Anchor","Fintech","s","We always look for great people!","Recruiter","תל אביב - יפו","https://www.comeet.com/jobs/anchorfintech/87.00D/we-always-look-for-great-people/4D.82E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2022-01-13"
"Amobee","AdTech","l","Talent Acquisition Specialist – One Year Contract (Hybrid)","Recruiter","תל אביב - יפו","https://nexxen.com/careers/careers-opportunities/?gh_jid=7776344002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"Fireblocks","Fintech","l","Talent Acquisition Partner","Recruiter","תל אביב - יפו","https://www.fireblocks.com/careers/current-openings/4424057006?gh_jid=4424057006&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"Insightec","Health","l","Engineering student (an outsource employee)","Student","טירת כרמל","https://insightec.com/job-description?gh_jid=7586858002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"Insightec","Health","l","Junior Student Developer (Outsource Employee)","Student","טירת כרמל","https://insightec.com/job-description?gh_jid=7704925002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"Lightricks","Digital Media","l","Developer Relations Manager","Manager","ירושלים","https://careers.lightricks.com/position?gh_jid=7663397002?gh_jid=7663397002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"SimilarWeb","Productivity","l","Talent Acquisition Team Manager - Maternity Cover","Manager","גבעתיים","http://www.similarweb.com/corp/jobs/?gh_jid=6443106&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"Taboola","AdTech","l","People Analyst- Replacement for 9 month","Recruiter","רמת גן","https://www.taboola.com/careers/job/6354886?gh_jid=6354886&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
